Internal catalogue id,Name (transliteration),Alternative names,Language,Script,Provenance note,External catalogue ids,Condition,Lines per folio/page,Length (cm),Height (cm),Date of copying,Material,Illustrations,Remarks,Photos available?,Text available?
ochs_000_003_659_asa_dp_no_3631_namasangiti,nāmasaṅgīti with āryāvalokiteśvara stotra *,nāmasaṅgīti with āryāvalokiteśvara stotra *,Sanskrit,Newa-Ranjana,ASA Archives,"dp_no: 3631, cd_no: ASK_BL-069, ask_no: bata 36",NA,5 lines,24.9,9.0,NS767,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_660_asa_dp_no_3632_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Devanagari,ASA Archives,"dp_no: 3632, cd_no: ASK_BL-069, ask_no: bata 37",NA,7 lines,23.0,9.7,NA,"Paper, coat of HARTALA on back side",NA,Style: bound book*,yes,no
ochs_000_003_661_asa_dp_no_3633_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit-Newa,Newa-Ranjana,ASA Archives,"dp_no: 3633, cd_no: ASK_BL-069, ask_no: bata 38",NA,5 lines,24.8,8.3,NS791,Paper,NA,NA,yes,no
ochs_000_003_662_asa_dp_no_3634_namasangiti,nāmasaṅgīti stotra saṅgraha,"(1) nāmasaṅgīti stotra saṅgraha , (2) jasi ajājuyā guṃlān deo thāyeguyā paciṃ mhicā * , (3) tantrākhyāna kathā , (4) cāṇakya sāra saṅgraha , (5) sāradā stotra , etc",Sanskrit-Newa,Newa-Ranjana,ASA Archives,"dp_no: 3634, cd_no: ASK_BL-069, ask_no: bata 39",NA,6 lines,22.0,7.8,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_663_asa_dp_no_3635_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3635, cd_no: ASK_BL-069, ask_no: bata 40",NA,5 lines,18.3,7.0,NS918,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_664_asa_dp_no_3636_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit-Newa(translation),Newa,ASA Archives,"dp_no: 3636, cd_no: ASK_BL-069, ask_no: bata 41",NA,5 lines,17.8,6.3,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_665_asa_dp_no_3637_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3637, cd_no: ASK_BL-069, ask_no: bata 42",NA,5 lines,17.0,6.7,NS984,"Paper, coat of HARTALA on back side",figure on 1b ( nAmasaGgIti ),NA,yes,no
ochs_000_003_666_asa_dp_no_3638_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3638, cd_no: ASK_BL-069, ask_no: bata 43",NA,5 lines,18.5,6.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_667_asa_dp_no_3639_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3639, cd_no: ASK_BL-069, ask_no: bata 44",NA,5 lines,15.8,5.8,NS964,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_668_asa_dp_no_3640_paramartha,paramārtha nāmasaṅgīti,"(1) paramārtha nāmasaṅgīti , (2) ārya śrī aparimitāyur nāma dhāraṇī",Sanskrit,Newa,ASA Archives,"dp_no: 3640, cd_no: ASK_BL-069, ask_no: bata 45",NA,5 lines,19.0,7.7,NS926,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_669_asa_dp_no_3641_namasamgiti,nāmasaṃgīti,nāmasaṃgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3641, cd_no: ASK_BL-069, ask_no: bata 46",NA,5 lines,19.2,7.9,NA,NP,figure of AryanAmasaMgIti ( 1b ),NA,yes,no
ochs_000_003_670_asa_dp_no_3642_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3642, cd_no: ASK_BL-069, ask_no: bata 47",NA,5 lines,19.0,7.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_671_asa_dp_no_3643_namasangiti,nāmasaṅgīti,nāmasaṅgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3643, cd_no: ASK_BL-069, ask_no: bata 48",NA,5 lines,17.0,6.5,NA,"Paper, coat of HARTALA on back side",figure on 1b ( nAmasaGgIti ),NA,yes,no
ochs_000_003_672_asa_dp_no_3644_namasamgiti,nāmasaṃgīti,nāmasaṃgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3644, cd_no: ASK_BL-069, ask_no: bata 49",NA,8,34,10.2,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_673_asa_dp_no_3645_namasamgiti,nāmasaṃgīti,nāmasaṃgīti,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 3645, cd_no: ASK_BL-069, ask_no: bata 50",NA,7,23,9.6,NS1066,Paper,figure of NAmasMgIti,NA,yes,no
ochs_000_003_674_asa_dp_no_3646_arya,ārya maJjuśrī nāmasaṃgīti,ārya maJjuśrī nāmasaṃgīti ( nepālabhāṣārtha sahita ),Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3646, cd_no: ASK_BL-069, ask_no: bata 51",NA,5,18.7,6.2,NS1001,Paper,NA,NA,yes,no
ochs_000_003_675_asa_dp_no_3647_namasangiti,nāmasaṅgīti and bauddha stotras,nāmasaṅgīti and bauddha stotras,Sanskrit,Newa,ASA Archives,"dp_no: 3647, cd_no: ASK_BL-069, ask_no: bata 52",NA,5 lines,18.8,8.8,NA,"Paper, coat of HARTALA on back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_676_asa_dp_no_3648_namasamgiti,nāmasaṃgīti,"(1) nāmasaṃgīti , (2) janma rāja viśeṣa stava , (3) karuṇā stava , (4) rūpa stava (5) devamaṇuṣya",Sanskrit,Newa,ASA Archives,"dp_no: 3648, cd_no: ASK_BL-069, ask_no: bata 53",NA,6 lines,22.6,9.5,NS954,"Paper, coat of HARTALA on front side & back side",figure of Arya nAmasaMgIti ( p.2 ),"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_677_asa_dp_no_3649_namasamgiti,nāmasaṃgīti va dyo dayekegu vidhi,nāmasaṃgīti va dyo dayekegu vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3649, cd_no: ASK_BL-069, ask_no: bata 54",NA,7,20.4,7.8,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_678_asa_dp_no_3650_namasangiti,nāmasaṅgīti vyākhyāna kathā,nāmasaṅgīti vyākhyāna kathā,Sanskrit-Newa(translation),Newa,ASA Archives,"dp_no: 3650, cd_no: ASK_BL-069, ask_no: bata 55",NA,11 lines,32.3,15.7,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_679_asa_dp_no_3651_tatvajJanasamsiddhi,tatvajJānasaṃsiddhi ṭīkā,tatvajJānasaṃsiddhi ṭīkā ( mahāsukhaprakāśikā ),Sanskrit,Newa,ASA Archives,"dp_no: 3651, cd_no: ASK_BL-069, ask_no: bata 56",NA,5,27.1,7.2,NS966,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_680_asa_dp_no_3652_nispanna,niṣpanna yogambalī,niṣpanna yogambalī,Sanskrit,Newa,ASA Archives,"dp_no: 3652, cd_no: ASK_BL-069, ask_no: bata 57",NA,6 lines,26.9,8.1,NSg¨ha bhuvana vandana,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_681_asa_dp_no_3653_srinairatma,śrīnairātmā tantra,śrīnairātmā tantra,Sanskrit,Devanagari,ASA Archives,"dp_no: 3653, cd_no: ASK_BL-069, ask_no: bata 58",NA,7 lines,25.0,11.3,VS1953,"Paper, coat of HARTALA on front side",NA,NA,yes,no
ochs_000_003_682_asa_dp_no_3654_srivasantatilaka,"śrīvasantatilaka , yoga siddhi","śrīvasantatilaka , yoga siddhi (?)",Sanskrit,Devanagari,ASA Archives,"dp_no: 3654, cd_no: ASK_BL-069, ask_no: bata 59",NA,6 or 7 lines,32.8,10.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_683_asa_dp_no_3655_vasanta,vasanta tilaka gīta,vasanta tilaka gīta,Sanskrit,Newa,ASA Archives,"dp_no: 3655, cd_no: ASK_BL-069, ask_no: bata 60",NA,6 lines,24.2,9.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_684_asa_dp_no_3656_vasanta,vasanta tilaka yogarāja,vasanta tilaka yogarāja,Sanskrit,Newa,ASA Archives,"dp_no: 3656, cd_no: ASK_BL-069, ask_no: bata 61",NA,6,27.1,7.2,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_685_asa_dp_no_3657_mantroddharapatala,mantroddhārapaṭala,mantroddhārapaṭala,Sanskrit,Newa,ASA Archives,"dp_no: 3657, cd_no: ASK_BL-069, ask_no: bata 62",NA,9/6,24.5,10.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_686_asa_dp_no_3658_mahakala,mahākāla tantra rāja,mahākāla tantra rāja,Sanskrit,Newa,ASA Archives,"dp_no: 3658, cd_no: ASK_BL-069, ask_no: bata 63",NA,5 lines,14.3,5.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_687_asa_dp_no_3659_mahakala,mahākāla tantra rāja,mahākāla tantra rāja,Sanskrit,Newa,ASA Archives,"dp_no: 3659, cd_no: ASK_BL-069, ask_no: bata 64",NA,5 lines,19.2,6.5,NS951,"Paper, coat of HARTALA on back side",figure of vajravIra mahAkAla ( 1b ),NA,yes,no
ochs_000_003_688_asa_dp_no_3660_mahakala,mahākāla tantra,mahākāla tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3660, cd_no: ASK_BL-069, ask_no: bata 65",NA,6,34.8,9.5,NA,Paper,NA,NA,yes,no
ochs_000_003_689_asa_dp_no_3661_mahakala,mahākāla tantra,mahākāla tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3661, cd_no: ASK_BL-069, ask_no: bata 66",NA,5 lines,30.5,8.5,NSdurgŒ nŒma raºdhra(?),"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_690_asa_dp_no_3662_yogamvara,yogamvara vidhi,yogamvara vidhi,Sanskrit,Newa,ASA Archives,"dp_no: 3662, cd_no: ASK_BL-069, ask_no: bata 67",NA,8 or 10 lines,36.0,12.8,NA,"Paper, coat of HARTALA on back side","figure on 3b ( 99b ) yogamvara ( ? ) , 13a ( 109a ) , 29b ( 125b ) , and another 3",NA,yes,no
ochs_000_003_691_asa_dp_no_3663_vajravarahikalpa,vajravārāhīkalpa mahātantrarāja,vajravārāhīkalpa mahātantrarāja,Sanskrit,Newa,ASA Archives,"dp_no: 3663, cd_no: ASK_BL-069, ask_no: bata 69",NA,6,33.2,9.1,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_692_asa_dp_no_3664_srivajravarahi,śrīvajravārāhī kalpa mahātantra rāja,śrīvajravārāhī kalpa mahātantra rāja,Sanskrit,Newa,ASA Archives,"dp_no: 3664, cd_no: ASK_BL-070, ask_no: bata 71",NA,NA,30.6,9.5,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_693_asa_dp_no_3665_samvarodaya,samvarodaya tantra,samvarodaya tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3665, cd_no: ASK_BL-070, ask_no: bata 72",NA,8 lines,33.0,12.2,NS1044,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_694_asa_dp_no_3666_samvarodaya,samvarodaya tantra,samvarodaya tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3666, cd_no: ASK_BL-070, ask_no: bata 73",NA,5 lines,23.8,7.8,NS758,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_695_asa_dp_no_3667_samvarodaya,samvarodaya tantra,samvarodaya tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3667, cd_no: ASK_BL-070, ask_no: bata 74",NA,6 lines,26.5,7.0,NA,"Paper, coat of HARTALA on back side",figure of cakrasamvara ( 1b ),NA,yes,no
ochs_000_003_696_asa_dp_no_3668_samvarodaya,samvarodaya tantra,"(1) samvarodaya tantra , (2) vajravārāhī dvādaśa stuti",Sanskrit,Newa,ASA Archives,"dp_no: 3668, cd_no: ASK_BL-070, ask_no: bata 75",NA,5 lines,27.5,7.9,NS955,"Paper, coat of HARTALA on front side & back side","figure of CrIherukavajra ( or vajradhArA Cakti , 1b )",NA,yes,no
ochs_000_003_697_asa_dp_no_3669_samvarodaya,samvarodaya tantra,samvarodaya tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3669, cd_no: ASK_BL-070, ask_no: bata 76",NA,7 lines,23.8,10.0,NS1022,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_698_asa_dp_no_3670_samvarodayatantraraja,samvarodayatantrarāja,samvarodayatantrarāja,Sanskrit,Newa,ASA Archives,"dp_no: 3670, cd_no: ASK_BL-070, ask_no: bata 77",NA,5,22.3,7.5,NS957,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_699_asa_dp_no_3671_samvarodaya,samvarodaya tantra,samvarodaya tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3671, cd_no: ASK_BL-070, ask_no: bata 78",NA,5 lines,17.5,7.2,NS995,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_700_asa_dp_no_3672_durgati,durgati pariśodhana tejorāja,durgati pariśodhana tejorāja,Sanskrit,Newa,ASA Archives,"dp_no: 3672, cd_no: ASK_BL-070, ask_no: bata 80",NA,6 lines,29.3,8.3,NA,"Paper, coat of HARTALA on back side",figure of vajrasattva ( 1b ),NA,yes,no
ochs_000_003_701_asa_dp_no_3673_sarvadurgati,sarvadurgati pariśodhana tejorāja,sarvadurgati pariśodhana tejorāja,Sanskrit,Newa,ASA Archives,"dp_no: 3673, cd_no: ASK_BL-070, ask_no: bata 81",NA,6 lines,24.0,9.6,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_702_asa_dp_no_3674_aparimita,aparimitā nāma mahāyānasūtra,"aparimitā nāma mahāyānasūtra , (2) durgatipariśodhana tantra",Sanskrit,Newa,ASA Archives,"dp_no: 3674, cd_no: ASK_BL-070, ask_no: bata 82",NA,5 lines,25.5,8.0,NS809,Paper,NA,NA,yes,no
ochs_000_003_703_asa_dp_no_3675_sarvadurgatiparisodhana,sarvadurgatipariśodhana tantrarāja,sarvadurgatipariśodhana tantrarāja,Sanskrit,Newa,ASA Archives,"dp_no: 3675, cd_no: ASK_BL-070, ask_no: bata 83",NA,5,22.5,7.5,NS991,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_704_asa_dp_no_3676_subhasita,subhāṣita saṅgraha mahāmudrā siddhi,subhāṣita saṅgraha mahāmudrā siddhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 3676, cd_no: ASK_BL-070, ask_no: bata 85",NA,9 lines,23.7,12.3,VS1970,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_705_asa_dp_no_3677_subhasita,subhāṣita saṃgraha,subhāṣita saṃgraha ( mahāmudrā siddhi ),Sanskrit,Devanagari,ASA Archives,"dp_no: 3677, cd_no: ASK_BL-070, ask_no: bata 86",NA,9,12.5,24,VS1970,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_706_asa_dp_no_3678_dvatrimsatkalpoddhrta,dvātriṃśatkalpoddhṛta kalpadvayātmaka mahātantrarāja śrīhevajra ḍākinījāla samvareśa mahātantrarāja,dvātriṃśatkalpoddhṛta kalpadvayātmaka mahātantrarāja śrīhevajra ḍākinījāla samvareśa mahātantrarāja,Sanskrit,Newa,ASA Archives,"dp_no: 3678, cd_no: ASK_BL-070, ask_no: bata 87",NA,5 lines,25.3,8.6,NS949,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_707_asa_dp_no_3679_hevajra,hevajra tantra,hevajra tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3679, cd_no: ASK_BL-070, ask_no: bata 88",NA,9 lines,34.3,12.4,NS1000,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_708_asa_dp_no_3680_hevajrasadhanasya,hevajrasādhanasya ṭippaṇī,hevajrasādhanasya ṭippaṇī ( vajrapradīpā nāma ),Sanskrit,Devanagari,ASA Archives,"dp_no: 3680, cd_no: ASK_BL-070, ask_no: bata 89",NA,6,25.3,11,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_709_asa_dp_no_3681_sriherukasamvarasya,śrīherukasamvarasya dhyāna,"(1) śrīherukasamvarasya dhyāna , (2) śrīcakrasamvarasya dhyāna",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3681, cd_no: ASK_BL-070, ask_no: bata 90",NA,9 lines,26.4,12.3,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_710_asa_dp_no_3682_jJanodaya,jJānodaya paJjikā,jJānodaya paJjikā,Sanskrit,Newa,ASA Archives,"dp_no: 3682, cd_no: ASK_BL-070, ask_no: bata 91",NA,5 lines,21.8,7.9,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_711_asa_dp_no_3683_tathagataguhyaka,tathāgataguhyaka . . yā chapau,tathāgataguhyaka . . yā chapau,Sanskrit,Newa,ASA Archives,"dp_no: 3683, cd_no: ASK_BL-070, ask_no: bata 99",NA,5,29.5,8.7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_712_asa_dp_no_3684_1.,"1. dharma lakṣmī sambād , 2. nāmasṃgīti , 3. paJcābhiṣeka vidhi","1. dharma lakṣmī sambād , 2. nāmasṃgīti , 3. paJcābhiṣeka vidhi",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3684, cd_no: ASK_BL-070, ask_no: bata 100",NA,6,21,7.5,NA,"Paper, coat of HARTALA",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_713_asa_dp_no_3685_jJanodaya,jJānodaya paJjikā,jJānodaya paJjikā,Sanskrit,Newa,ASA Archives,"dp_no: 3685, cd_no: ASK_BL-070, ask_no: bata 101",NA,6 lines,24.2,9.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_714_asa_dp_no_3686_adiyoga,ādiyoga nāma samādhi,ādiyoga nāma samādhi ( bauddha ),Sanskrit,Newa,ASA Archives,"dp_no: 3686, cd_no: ASK_BL-070, ask_no: bata 102",NA,6 lines,14.5,9.0,NA,"Paper, coat of HARTALA on front side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_715_asa_dp_no_3687_candamaharosana,caṇḍamahāroṣaṇa tantra,caṇḍamahāroṣaṇa tantra,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3687, cd_no: ASK_BL-070, ask_no: bata 103",NA,6,31.5,9.7,NS1018,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_716_asa_dp_no_3688_tatvajJana,tatvajJāna saṃsiddhi,tatvajJāna saṃsiddhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 3688, cd_no: ASK_BL-070, ask_no: bata 104",NA,5,8.3,5.8,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_717_asa_dp_no_3689_namasamgiti,nāmasaṃgīti,nāmasaṃgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3689, cd_no: ASK_BL-070, ask_no: bata 105",NA,7,21.7,12.1,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_718_asa_dp_no_3690_durggati,durggati parisodhana,durggati parisodhana,Sanskrit,Newa,ASA Archives,"dp_no: 3690, cd_no: ASK_BL-070, ask_no: bata 107",NA,6,26.2,10.4,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_719_asa_dp_no_3691_dakiniguhyasamaya,ḍākinīguhyasamaya sādhana,ḍākinīguhyasamaya sādhana ( mālā ),Sanskrit,Newa,ASA Archives,"dp_no: 3691, cd_no: ASK_BL-071, ask_no: bata 108",NA,5 lines,30.8,9.0,NS1027,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_720_asa_dp_no_3692_namasamgiti,nāmasaṃgīti and other stotras *,nāmasaṃgīti and other stotras *,Sanskrit,Newa,ASA Archives,"dp_no: 3692, cd_no: ASK_BL-071, ask_no: bata 109",NA,5 lines,17.8,7.0,NS1016,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_721_asa_dp_no_3693_namasamgiti,nāmasaṃgīti,nāmasaṃgīti,Sanskrit,Newa,ASA Archives,"dp_no: 3693, cd_no: ASK_BL-071, ask_no: bata 110",NA,5 lines,22.5,7.7,NS1045,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_722_asa_dp_no_3694_hevajra,hevajra tantra,hevajra tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3694, cd_no: ASK_BL-071, ask_no: bata 111",NA,5 lines,25.0,8.5,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_723_asa_dp_no_3695_bhuta,bhūta ḍāmara mahātantra,bhūta ḍāmara mahātantra,Sanskrit,Newa,ASA Archives,"dp_no: 3695, cd_no: ASK_BL-071, ask_no: bata 112",NA,5,22.3,7,NS1052,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_724_asa_dp_no_3696_krsnayamari,kṛṣṇayamārī tantra,kṛṣṇayamārī tantra,Sanskrit,Newa,ASA Archives,"dp_no: 3696, cd_no: ASK_BL-071, ask_no: bata 113",NA,5,27,8.2,NS?,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_725_asa_dp_no_3697_candamaharosana,caṇḍamahāroṣaṇa sādhana,caṇḍamahāroṣaṇa sādhana,Sanskrit,Newa,ASA Archives,"dp_no: 3697, cd_no: ASK_BL-071, ask_no: bata 114",NA,5,16.9,5.7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_726_asa_dp_no_3698_tatvajJana,tatvajJāna saṃsiddhi,tatvajJāna saṃsiddhi,Sanskrit,Newa,ASA Archives,"dp_no: 3698, cd_no: ASK_BL-071, ask_no: bata 115",NA,5,17,6,NS978,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_727_asa_dp_no_3699_namasamgiti,nāmasaṃgīti sānubāda,nāmasaṃgīti sānubāda,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3699, cd_no: ASK_BL-071, ask_no: bata 116",NA,5,16,7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_728_asa_dp_no_3700_title,title unknown,"(1) title unknown ( oṃddha śāstrayā khaṃ ) , (2) title unknown ( vajrasatvayā dhyāna )",Newa,Newa,ASA Archives,"dp_no: 3700, cd_no: ASK_BL-071, ask_no: buda 1",NA,8 lines,"(1)31.5,31.9","(2)12.2,12.6",NS1069(1),"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_729_asa_dp_no_3701_dharma,dharma sāra samuccaya,dharma sāra samuccaya,Sanskrit,Devanagari,ASA Archives,"dp_no: 3701, cd_no: ASK_BL-071, ask_no: buda 2",NA,8 lines,26.6,11.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_730_asa_dp_no_3702_dharma,dharma saṅgraha,"(1) dharma saṅgraha , (2) gurumaṇḍala vidhi , (3) tri samādhi (?)",Sanskrit(1)-Newa(2),Newa,ASA Archives,"dp_no: 3702, cd_no: ASK_BL-071, ask_no: buda 3",NA,19 lines,15.3,23.0,NA,"Paper, coat of HARTALA on one side",NA,Style: bound book,yes,no
ochs_000_003_731_asa_dp_no_3703_buddhokta,buddhokta saṃsāramaya,buddhokta saṃsāramaya,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 3703, cd_no: ASK_BL-071, ask_no: buda 4",NA,7 lines,16.0,9.2,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_732_asa_dp_no_3704_bodhicaryavatara,bodhicaryāvatāra,bodhicaryāvatāra ( chap. 1. only ),Sanskrit,Devanagari,ASA Archives,"dp_no: 3704, cd_no: ASK_BL-071, ask_no: buda 5",NA,10 lines,12.5,10.0,NA,"Paper, coat of HARTALA on front side & back side",NA,Style: banded,yes,no
ochs_000_003_733_asa_dp_no_3705_bodhicaryavatara,bodhicaryāvatāra,bodhicaryāvatāra,Sanskrit,Devanagari,ASA Archives,"dp_no: 3705, cd_no: ASK_BL-071, ask_no: buda 6",NA,5 or 6 lines(f.1-54) and 10 lines(f.55 -),22.1,12.2,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_734_asa_dp_no_3706_bodhicaryavatara,bodhicaryāvatāra,bodhicaryāvatāra,Sanskrit,Devanagari,ASA Archives,"dp_no: 3706, cd_no: ASK_BL-071, ask_no: buda 7",NA,5,23.3,8,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_735_asa_dp_no_3707_arya,ārya kāraṇḍavyūha mahāyāna sūtra,ārya kāraṇḍavyūha mahāyāna sūtra,Sanskrit,Newa,ASA Archives,"dp_no: 3707, cd_no: ASK_BL-071, ask_no: buda 8",NA,5 lines,31.5,7.8,NA,"Paper, coat of HARTALA on front side & back side",NA,Style: one eyelet,yes,no
ochs_000_003_736_asa_dp_no_3708_bodhicaryajJanadarsana,bodhicaryājJānadarśana,bodhicaryājJānadarśana,Newa,Devanagari,ASA Archives,"dp_no: 3708, cd_no: ASK_BL-071, ask_no: buda 9",NA,7,23.6,10.4,NS1026,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_737_asa_dp_no_3709_bodhicaryavatara,bodhicaryāvatāra,bodhicaryāvatāra ( bodhicittānuśaṃsā )ṭīkā sahita *,Sanskrit-Newa(translation),Devanagari,ASA Archives,"dp_no: 3709, cd_no: ASK_BL-071, ask_no: buda 10",NA,26 lines,30.2,20.0,NA,"Paper, coat of HARTALA on front side & back side",figure in line drawing,Style: banded,yes,no
ochs_000_003_738_asa_dp_no_3710_title,title unknown,title unknown ( bodhimārgayā chuṃ pau ),Newa,Devanagari,ASA Archives,"dp_no: 3710, cd_no: ASK_BL-071, ask_no: buda 11",NA,18 lines,15.0,21.5,NA,"Paper, coat of HARTALA on one side",NA,Style: banded,yes,no
ochs_000_003_739_asa_dp_no_3711_bodhi,bodhi jJāna,bodhi jJāna,Newa,Newa,ASA Archives,"dp_no: 3711, cd_no: ASK_BL-071, ask_no: buda 12",NA,7 lines,20.2,9.5,NA,"Paper, coat of HARTALA on back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
